,Gender,Age,Father_Occupation,Intermediate_College,Current_Attendance,Self_Study_Time,Living_with_Family_or_Bachelor,Supplements_in_recent result,No_of_Family_Members,Father_Status,Free_Time,Admission,Accommodation,Internet,Gadgets,GPA
279,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,80.0,1.5h to 3h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Computer",3.52
280,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,80.0,1.5h to 3h,Family,0,5,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Computer",3.02
281,Female,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,84.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.76
282,Female,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,84.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.88
283,Female,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,84.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.83
284,Female,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,84.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.65
285,Female,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,84.0,3h to 5h,Family,0,5,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.75
286,Male,23,Other,Govt.,85.0,8h+,Family,0,8,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",4.0
287,Male,23,Other,Govt.,85.0,8h+,Family,0,8,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.96
288,Male,23,Other,Govt.,85.0,8h+,Family,0,8,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.43
289,Male,23,Other,Govt.,85.0,8h+,Family,0,8,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.93
290,Male,23,Other,Govt.,85.0,8h+,Family,0,8,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop",3.85
291,Male,21,Other,Private,80.0,3h to 5h,Bachelor,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.68
292,Male,21,Other,Private,80.0,1.5h to 3h,Bachelor,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.38
293,Male,21,Other,Private,80.0,1.5h to 3h,Bachelor,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.85
294,Male,21,Other,Private,80.0,1.5h to 3h,Bachelor,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.63
295,Male,21,Other,Private,80.0,1.5h to 3h,Bachelor,0,7,Alive,4h to 6h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.38
296,Male,22,Engineer,Private,88.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.44
297,Male,22,Engineer,Private,88.0,1.5h to 3h,Bachelor,0,6,Alive,6h to 10h,Merit,Rented,Yes,"Mobile, Laptop",3.89
298,Male,22,Engineer,Private,88.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.65
299,Male,22,Engineer,Private,88.0,1.5h to 3h,Bachelor,0,6,Alive,6h to 10h,Merit,Rented,Yes,"Mobile, Laptop",3.63
300,Male,22,Engineer,Private,88.0,1.5h to 3h,Bachelor,0,6,Alive,6h to 10h,Merit,Rented,Yes,"Mobile, Laptop",3.62
301,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,87.0,1h to 1.5h,Family,0,2,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer, Printer",3.94
302,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,87.0,1h to 1.5h,Family,0,2,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer, Printer",4.0
303,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,87.0,1h to 1.5h,Family,0,2,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer, Printer",3.85
304,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,87.0,1h to 1.5h,Family,0,2,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer, Printer",3.88
305,Male,21,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,87.0,1.5h to 3h,Family,0,2,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer, Printer",3.9
306,Male,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,73.0,3h to 5h,Bachelor,1,4,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.38
307,Male,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,73.0,1h to 1.5h,Bachelor,0,4,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.54
308,Male,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,73.0,3h to 5h,Bachelor,0,4,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.58
309,Male,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,73.0,1h to 1.5h,Bachelor,0,4,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.4
310,Male,22,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,73.0,1h to 1.5h,Bachelor,0,4,Decease,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.0
311,Female,24,Other,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.11
312,Female,24,Other,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.52
313,Female,24,Other,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",4.0
314,Female,24,Other,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.49
315,Female,24,Other,Govt.,87.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Computer",3.68
316,Male,22,Other,Govt.,80.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.29
317,Male,22,Other,Govt.,80.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.59
318,Male,22,Other,Govt.,80.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.43
319,Male,22,Other,Govt.,80.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.43
320,Male,22,Other,Govt.,80.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.47
321,Male,21,Other,Govt.,79.0,1.5h to 3h,Family,0,4,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop",3.74
322,Male,21,Other,Govt.,79.0,1.5h to 3h,Family,0,4,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop",3.51
323,Male,21,Other,Govt.,79.0,1.5h to 3h,Family,0,4,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop",3.93
324,Male,21,Other,Govt.,79.0,1.5h to 3h,Family,0,4,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop",3.65
325,Male,21,Other,Govt.,79.0,1.5h to 3h,Family,0,4,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop",3.66
326,Female,22,Other,Govt.,87.0,1.5h to 3h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.92
327,Female,22,Other,Govt.,87.0,1.5h to 3h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.51
328,Female,22,Other,Govt.,87.0,1.5h to 3h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.75
329,Female,22,Other,Govt.,87.0,1.5h to 3h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.54
330,Female,22,Other,Govt.,87.0,1.5h to 3h,Family,0,7,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.21
331,Male,21,Businessman,Govt.,75.08,3h to 5h,Family,0,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.36
332,Male,21,Businessman,Govt.,75.08,3h to 5h,Family,0,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.38
333,Male,21,Businessman,Govt.,75.08,3h to 5h,Family,0,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.5
334,Male,21,Businessman,Govt.,75.08,3h to 5h,Family,1,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.29
335,Male,21,Businessman,Govt.,75.08,3h to 5h,Family,0,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",3.02
336,Male,22,Retired,Govt.,80.0,3h to 5h,Bachelor,1,11,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.43
337,Male,22,Retired,Govt.,80.0,3h to 5h,Bachelor,0,11,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.7
338,Male,22,Retired,Govt.,80.0,3h to 5h,Bachelor,0,11,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.78
339,Male,22,Retired,Govt.,80.0,3h to 5h,Bachelor,0,11,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.09
340,Male,22,Retired,Govt.,80.0,3h to 5h,Bachelor,0,11,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer, Printer",3.17
341,Male,23,Other,Private,77.7,1.5h to 3h,Bachelor,1,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.26
342,Male,23,Other,Private,77.7,5h to 8h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.31
343,Male,23,Other,Private,77.7,5h to 8h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.4
344,Male,23,Other,Private,77.7,5h to 8h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",2.94
345,Male,23,Other,Private,77.7,5h to 8h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.39
346,Male,22,Businessman,Govt.,80.0,5h to 8h,Bachelor,1,5,Alive,6h to 10h,Merit,Rented,Yes,"Mobile, Laptop",3.21
347,Male,22,Businessman,Govt.,80.0,3h to 5h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.65
348,Male,22,Businessman,Govt.,80.0,3h to 5h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop",3.78
349,Male,22,Businessman,Govt.,80.0,5h to 8h,Bachelor,0,5,Alive,6h to 10h,Merit,Rented,Yes,"Mobile, Laptop",2.71
350,Male,22,Businessman,Govt.,80.0,5h to 8h,Bachelor,0,5,Alive,6h to 10h,Merit,Rented,Yes,"Mobile, Laptop",2.71
351,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,78.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.76
352,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,78.0,1.5h to 3h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.65
353,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,78.0,1h to 1.5h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.68
354,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,78.0,1h to 1.5h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.44
355,Male,23,"Services (i.e. Police, Railways, Administrative etc.)",Govt.,78.0,1h to 1.5h,Bachelor,0,5,Alive,3h to 4h,Merit,Rented,Yes,"Mobile, Laptop, Printer",3.73
356,Male,21,Businessman,Private,76.0,1.5h to 3h,Family,2,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",2.93
357,Male,21,Businessman,Private,76.0,1h to 1.5h,Family,0,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",2.98
358,Male,21,Businessman,Private,76.0,1.5h to 3h,Family,0,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",3.43
359,Male,21,Businessman,Private,76.0,1.5h to 3h,Family,1,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",2.93
360,Male,21,Businessman,Private,76.0,1.5h to 3h,Family,0,6,Alive,3h to 4h,Self-Finance,Rented,Yes,"Mobile, Laptop",2.4
361,Male,21,Other,Govt.,75.0,8h+,Family,0,5,Alive,3h to 4h,Self-Finance,Owned,Yes,"Mobile, Laptop, Computer",3.03
362,Male,21,Other,Govt.,75.0,8h+,Family,1,5,Alive,3h to 4h,Self-Finance,Owned,Yes,"Mobile, Laptop, Computer",2.91
363,Male,21,Other,Govt.,75.0,8h+,Family,0,5,Alive,3h to 4h,Self-Finance,Owned,Yes,"Mobile, Laptop, Computer",3.23
364,Male,21,Other,Govt.,75.0,8h+,Family,0,5,Alive,3h to 4h,Self-Finance,Owned,Yes,"Mobile, Laptop, Computer",2.57
365,Male,21,Other,Govt.,75.0,8h+,Family,0,5,Alive,3h to 4h,Self-Finance,Owned,Yes,"Mobile, Laptop, Computer",2.83
366,Male,22,Businessman,Private,78.0,8h+,Bachelor,2,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",2.93
367,Male,22,Businessman,Private,78.0,1h to 1.5h,Bachelor,2,6,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop, Computer",2.93
368,Male,22,Businessman,Private,78.0,1h to 1.5h,Bachelor,0,6,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop, Computer",2.93
369,Male,22,Businessman,Private,78.0,3h to 5h,Bachelor,2,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Computer",2.93
370,Male,22,Businessman,Private,78.0,1h to 1.5h,Bachelor,2,6,Alive,6h to 10h,Merit,Owned,Yes,"Mobile, Laptop, Computer",2.93
371,Male,21,Other,Govt.,79.0,3h to 5h,Bachelor,2,8,Alive,3h to 4h,Self-Finance,Rented,No,Mobile,2.85
372,Male,21,Other,Govt.,79.0,3h to 5h,Bachelor,0,8,Alive,3h to 4h,Self-Finance,Rented,No,Mobile,3.26
373,Male,21,Other,Govt.,79.0,1h to 1.5h,Bachelor,0,8,Alive,6h to 10h,Self-Finance,Rented,No,Mobile,3.18
374,Male,21,Other,Govt.,79.0,3h to 5h,Bachelor,0,8,Alive,3h to 4h,Self-Finance,Rented,No,Mobile,2.69
375,Male,21,Other,Govt.,79.0,1h to 1.5h,Bachelor,0,8,Alive,6h to 10h,Self-Finance,Rented,No,Mobile,2.28
376,Male,23,Engineer,Govt.,74.0,3h to 5h,Bachelor,0,6,Alive,3h to 4h,Merit,Owned,Yes,"Mobile, Laptop, Printer",3.35
